id,name,publisher,description,total_episodes,languages,media_type,explicit
1aX5xOllY2o678zffLwlZf,The Murders at White House Farm: The Podcast,iHeartPodcasts and Max,"On the night of August 6th, 1985, just outside of the picturesque village of Tolleshunt D’Arcy in Essex, England, a shocking attack left five members – and three generations – of a family brutally murdered. At first, the police thought they were dealing with an open-and-shut case, suspecting that it was Sheila Caffell – diagnosed with schizophrenia – who had shot her adoptive parents and twin sons before turning the gun on herself. As one detective set out to prove, however, certain elements of that narrative that didn’t add up – and the spotlight turned to Sheila’s brother, Jeremy Bamber. In the new companion podcast to the HBO Max limited series The Murders at White House Farm, host Lauren Bright Pacheco speaks with the show’s creators, as well as with Carol Ann Lee -- author of the book The Murders at White House Farm -- and Colin Caffell, the father of the two young boys. Each episode of the podcast takes a deeper dive into one of six nuanced themes that contributed to the particularly disturbing nature of this surprisingly complicated case, providing further context and background for this horrific crime.",7,['en'],audio,FALSE
4Ia5o6nDiR5mgGIXJNtyZ7,The Neurodivergent Experience,Jordan James and Simon Scott,"Being Neurodivergent is often shrouded in misconceptions, stereotypes, and limited knowledge. While our experiences may overlap, no two stories are the same. Hosted by The Autistic Photographer, Jordan James, and Simon Scott - The Neurodivergent Experience is the weekly podcast dedicated to exploring the vast world of Autism, ADHD and more! Through this podcast, we aim to challenge those misconceptions and dive deep into the diverse experiences of those in the spectrum by sharing our personal stories, and exploring topics like early interventions, sensory processing, education, employment, and much more. Each episode will feature insightful conversations about living in the spectrum, with guest experts, advocates, and allies who are passionate about creating an inclusive and accepting world.Whether you're Neurodivergent yourself, a friend, family member, or simply curious about this extraordinary way of experiencing the world, this podcast is your guide to unravelling The Neurodivergent Experience.Get an Autism and ADHD assessment in the UK with https://www.rtnmentalhealthsolutions.com/ Use the Discount Code RTN23 when you make your initial enquiry through the RTN website or the website portal.Instagram: @theneurodivergentexperiencepodFacebook: The Neurodivergent ExperienceYouTube: @TheNeurodivergentExperience Get bonus content on Patreon Hosted on Acast. See acast.com/privacy for more information.",48,['en'],audio,FALSE
4SmyFOXDslKwTLIqapt3aF,The Overcome Depression Podcast,Jennifer Stirling-Campbell,"Download the WORKBOOK https://imaquarius.com/the-overcome-depression-workbook/. Book a session with me: https://imaquarius.com/category/book-a-session/. Help me help others find this podcast! If you valued your time with me today, please leave me a five-star review at https://ratethispodcast.com/overcomedepression. My name is Jennifer Stirling-Campbell, and chronic depression used to dominate every minute of my life. Today, I have been free of chronic depression for over fifteen years. As a life-long learner, Christian, God-centered astrologer, mother, wife, musician, and coach, I want to help you build a foundation so sure that you will never suffer from chronic depression ever again. This isn't just any podcast--it's an overcome depression program! View more awesome content: https://www.imaquarius.com. Follow me on Facebook, Instagram, Twitter, and Threads @imaquariusjen. Logo and Graphics: Hunter Saylor, Instagram: Instagram.com/designersaylorIntro/Outro Music: Interchange by Armanda Dempsey https://www.youtube.com/@armandadempsey. Legal Disclaimer: I understand that Jennifer Stirling-Campbell/I'm Aquarius is not an attorney, medical professional, psychologist, psychiatrist, therapist, nutritionist, or dietitian. All social media, emails, podcasts, videos, live streams, text, dosages, outcomes, charts, graphics, photographs, images, advice, messages, forum postings, zoom or other video meetings, and any other material or publications on or associated with Jennifer/I'm Aquarius/imaquarius.com is for informational purposes only. It is not intended to substitute for legal advice, nor for medical treatment, nor for diagnosis including (but not limited to) treating, curing, mitigating, or preventing any type of disease, medical condition, or emotional/psychological condition. Before beginning any type of natural, integrative, or conventional idea, process, treatment, or regimen, it is advisable to seek the advice of a licensed healthcare professional. No guarantees or warranties are expressed or implied. Any reliance on or application of any information or material provided by Jennifer/I'm Aquarius/imaquarius.com or persons appearing on the [site/video/podcast/program/email] at or through Jennifer/I'm Aquarius/imaquarius.com or 3rd parties recommended by Jennifer/I'm Aquarius/imaquarius.com is at the reader’s discretion and is his or her sole responsibility.",4,['en-US'],mixed,FALSE
778rU457GgDP8TmTY86rAS,The Power of Positivity Podcast with Nick Harris,Nick Harris,"This is a podcast where we find the positive in every situation. Where we share our very personal stories of struggling with hardship, addiction, feelings of hopelessness, rage, depression, and so much more. Where we share why we decided to change our lives for the better, how we overcame adversity, and how we transformed our worlds into places filled with gratitude, love and joy. This podcast is here to help you realize and stand in your true power, and show you that happiness and success are TRULY available to all! Be the first to know when the latest episodes of The Power of Positivity Podcast drop, and receive more POSITIVE content emailed to you weekly by signing up to my newsletter!If you'd like to learn how to set positive intentions using the power of “I AM” statements, you can claim your copy of my free intention setting worksheet on my website.Follow me on Instagram @blakk_wydle and on Facebook Nick Harris and together, let's spread love, gratitude and positivity!!",19,['en-US'],audio,TRUE
1zz6XcFfz6hn2TnAEF46Zc,The Power of your Subconscious Mind by Murphy joseph (Full Audiobook),Raghvendra Singh,"Get Your Favourite Books Free or discounted price:https://dxbnomad22.gumroad.com/Listen your favourite audiobook:https://www.youtube.com/@AudioBooksConsoleOr you can request your favourite book in digital forms (PDF, EPUB, Audiobook etc.)at DXB.Nomad22@gmail.comSupport & Join us for premium books, Audiobooks :Ko-fi.com/audiobooksconsoleThis book can bring to your notice the innate power that the sub-conscious holds. We have some traits which seem like habits, but in reality these are those traits which are directly controlled by the sub-conscious mind, vis-à-vis your habits or your routine can be changed if you can control and direct your sub-conscious mind positively. To be able to control this 'mind power' and use it to improve the quality of your life is no walk in the park. This is where this book acts as a guide and allows you to decipher the depths of the sub-conscious. In this book, 'The power of your subconscious mind', the author fuses his spiritual wisdom and scientific research to bring to light how the sub-conscious mind can be a major influence on our daily lives. Once you understand your subconscious mind, you can also control or get rid of the various phobias that you may have in turn opening a brand new world of positive energy.",1,['en'],audio,FALSE
6pDGk9hnh7Hj4EgyrSnmZV,The Preschool SLP: KellyVessSLP,"Kelly Vess, MA, CCC-SLP","Get ready for all things speech pathology: AAC, ADHD, Apraxia, Articulation Therapy, Autism, Behavior, Early Intervention, Executive Function, Evidence-Based Practice, Gestalt Language, Literacy Intervention, Movement, Multi-Modal Cueing, Narratives, Partnerships, Phonological Awareness, Sensory, Speech Strategies, Target Selection, Technology, Telehealth, and Self-care. Be better. Do better. Create better. Make the world a better place, one person at a time. You're first. Join Kelly every Thursday and at the drawing board. Do better with easy step-by-step 'how-to's' with ready-for-use printables and over 100 video clips of best practices, check out Kelly's book ""Speech Sound Disorders: Comprehensive Evaluation and Treatment."" It is available at Amazon and major booksellers internationally. If you learn from doing and work with children with special needs, join Kelly's Sparkle in School Membership. Make intervention EASY with weekly ready-for-use materials and Google Slides Decks sent to your inbox. Check it out today at kellyvess.com. Thoughts to share? Email: Kelly@KellyVess.com",151,['en'],audio,FALSE
2AD5AvY8JDYBXwV4NHlf1W,The Real Talk NZ Podcast,Tania Carr,"The Real Talk Podcast is for those who value authenticity, strength, resilience and hearing about the real, open-hearted discussions from people. Real Talk is a conscious gathering of like-minded people that take place all over Aotearoa, New Zealand. These events feature kaikōrero-speakers with truly inspiring stories who are real people who have a tale to tell and share the experiences they have learned along the way. *Hearing stories from people just like you *Personal development and improving yourself *Business & entrepreneurship *Community *Creating genuine connections *Sharing stories with authenticity, the raw and honest truth *Tales of vulnerability Hosted by the Kaiwhakahaere of Real Talk NZ, Tania Carr. Tania is a māmā-mum of three, kuia-grandma, tuakana-sister, aunty and a strong leader who is the driving force behind our Real Talk kaupapa. Heavily experienced in the school of life and hard knocks, Tania has come from not so humble beginnings to create a movement that inspires and empowers people all over Aotearoa to speak their truth. In her words ‘It is important to me to utilise this platform as it is intended – to encourage people to speak their truth, to encourage, to motivate, to inspire and to empower all those we connect with. If our kōrero-talk can change or save one life, then it’s all worth it.’ What to expect in each episode REAL, open and honest conversations with people who have seen it all. The subjects covered in our kōrero start with but are not limited to the subjects listed below: *Suicide and triggers and coping mechanisms*Mental Health awareness *Sexual & physical abuse *Gangs & domestic violence *Drug and alcohol addiction *Teen pregnancy & pregnancy loss*Death & grief *Discrimination – racial, gender, sexual orientation *Relationship breakdowns *Career & business aspirations Real Talk NZ - We are helping to break generational cycles. We are all survivors of traumatic experiences, so we are passionate about using our platform to change the narrative, especially for our rangatahi-youth. We are helping to shine light on traumatic experiences and normalise discussing these once ‘taboo’ topics. Through this, we show others who might be going through a similar path right now that they are not alone. Because when we speak, we heal, when we speak, we free ourselves, when we speak, we help others heal. We encourage everyone to speak their truth because people don't understand what you've been through unless you are real, raw and honest about your experiences. Our Real Talk kauapapa-events happen regularly throughout Aotearoa and all are welcome. For more info on how to get to an event visit https://realtalknz.co.nz/Now you can read the Real Talk book! Featuring many of the speakers who have graced the Real Talk stage, grab a copy of the book today https://realtalknz.co.nz/real-talk-book/",88,['en-US'],audio,TRUE
5Zekwn1lARn4WXkUoX2y7R,The Sensational Kids Show,Aniesa Blore,"A podcast all about empowering kids and the adults who raise them, care for them and teach them. Through making connections, sharing, and learning together.This podcast is for all those parents who want their children to thrive, to succeed and simply not to have to struggle with what seems to come so easily to other kids their age. It is for anyone caring for a child with any range or level of additional needs.I will share my own tips, tricks, strategies, hacks, rants and moans for achieving greater connection in your life. Aniesa completed her degree in Occupational Therapy at the University of Stellenbosch, in South Africa. She has since been focusing on paediatrics and sensory processing and integration. She has worked across a range of paediatric fields and has extensive experience in autism, specific learning difficulties, as well as anxiety and emotional regulation. Aniesa has one teenaged son with autism, and one with sensory difficulties. She herself was diagnosed at a late age as having ADHD and has found that understanding her neurodivergence has led to greater connection with children and their parents. CONTACT METHOD www.instagram.com/aniesabblore/ www.instagram.com/sensationalkidstherapyuk/ www.facebook.com/sensationalkidslondon Hosted on Acast. See acast.com/privacy for more information.",89,['en'],audio,FALSE
07umucKC0uvLY6hU51QuvC,The Social Dilemma,Alexis Diaz,"Our daily lives consume us; every day we feel more tired, drained, stressed, and overwhelmed. We lack time for everything, except one thing...our mobile phones... TikTok, Instagram, Facebook... we spend hours there, taking time away from more important things. In this podcast, we will dive into various studies on social media addiction and all its consequences.",3,['en-US'],audio,FALSE
5cailMwcK4Kkx3NpQIjPnX,The Stay Strong and Stand Show,Aleja Bennett,"Become a Paid Subscriber: https://podcasters.spotify.com/pod/show/aleja/subscribe This show was created in 2011, now on over 10 listening platforms, empowering-encouraging the lives of the abused, survivors, suicide prevention, depression, PTSD, along with 14 books I've written. Podcasting has been another platform to share my story in hopes to bring hope to the hopeless and courage to the discouraged. I've been delivered, healed, set free from so many things that traumas tried to give me. Help me help others that need a quick daily lift me up as we stay strong and stand together. You can donate Cashapp Alejalovesu PayPal authoralejabennett@gmail.com alejabennett@aol.com",64,['en-US'],audio,FALSE
5njOXU6xOw91l5PQvn3lKS,The Theory of Psychoanalysis - Carl Jung,Carl Jung,"Jung says the following in his introduction: ""in these lectures I have attempted to reconcile my practical experiences in psychoanalysis with the existing theory, or rather, with the approaches to such a theory."" He goes on to say, ""Here is my attitude towards those principles which my honored teacher Sigmund Freud has evolved from the experience of many decades."" Some topics considered in this light are infantile sexuality, the conception of the libido, the unconscious, the dream, repression, and the etiology of neuroses.View our full collection of podcasts & audiobooks at our website: https://www.solgoodmedia.com or our YouTube channel: https://www.solgood.org/subscribeCheck out our ad free subscription: adfreesounds.com The best audiobooks - Our collection includes memoirs, fiction, non fiction, and more!www.solgoodmedia.com/categories/audiobooksFairy Tales, Short Stories and More! Listen to a bedtime story tonight!www.solgoodmedia.com/categories/childrens-storiesWanna Listen to Something Funny? Check out our Collection of Best Comedy Podcasts!www.solgoodmedia.com/categories/comedyThe best daily podcasts for your morning, afternoon or evening routine!www.solgoodmedia.com/categories/daily-podcastsExplore our Audio Drama Podcasts. You'll love our collection of immersive rich stories.www.solgoodmedia.com/categories/dramaThe top educational podcasts. Our collection includes Economics, History, Science, Religion and More!http://www.solgoodmedia.com/categories/educationalThe Best Fantasy Podcasts that'll take you on an adventure during your next commutehttp://www.solgoodmedia.com/categories/fantasyFrom Thrillers to Science Fiction, Here are some of the best Fiction Podcasts to Bingehttp://www.solgoodmedia.com/categories/fictionTop Health & Fitness Podcasts to increase your Vitality, Wellness, and Longevityhttp://www.solgoodmedia.com/categories/fictionThe Best History Podcasts That Will Help You Remember What You Forgot In Schoolhttp://www.solgoodmedia.com/categories/historyThese Horror Podcasts Will Chill You to the Bone!http://www.solgoodmedia.com/categories/horrorListen to the world's greatest minds on topics such as spirituality, history, science, and more!http://www.solgoodmedia.com/categories/lecturesThe Best Mystery Podcasts to bend your mind and ask ""Who did it?!?""http://www.solgoodmedia.com/categories/mystery-and-suspenseShows that broaden your knowledge, our collection includes topics such as history, business, science, and more!http://www.solgoodmedia.com/categories/non-fictionShows that broaden your knowledge, our collection includes topics such as history, business, science, and more!http://www.solgoodmedia.com/categories/philosophy-and-religionTop Philosophy and Religion Podcasts, Our Favorites to have a Deeper Understanding of our Worldhttp://www.solgoodmedia.com/categories/playsExperience Live Theatre From the Comfort of your Home! - Top Plays & Dramatic Reading Podcastshttp://www.solgoodmedia.com/categories/romanceTop Romance Podcasts for Snugglinghttp://www.solgoodmedia.com/categories/romanceTop Science Fiction Podcasts That are Out of This World!http://www.solgoodmedia.com/categories/science-fictionThe Best Self-Help Podcasts For Overall Wellnesswww.solgoodmedia.com/categories/self-helpExpand your horizons with this collection of classic short stories and tales by writers like HG Wells, Edgar Allen Poe, HP Lovecraft, Jules Verne, & more!http://www.solgoodmedia.com/categories/short-storiesOur growing collection of original shows that explore the nature of our human experience.http://www.solgoodmedia.com/categories/sol-good-originalsThe most popular sounds for improving sleep - Ocean, rain, river, and many more sounds. Perfect for Insomnia, Relaxation, and Meditation.www.solgoodmedia.com/categories/soundsThe best podcasts to deepen your Yoga and...",13,['en'],audio,FALSE
4pMbi6enUQv7a2KdfVodET,The Tyranny of Hope,West Breedlove,"The Tyranny of Hope is a podcast dedicated to supporting people in therapy by bridging the gap between counseling sessions and everyday life. The show focuses on practical applications of key therapeutic skills, helping listeners navigate challenges related to:Setting and maintaining healthy boundariesHealing attachment ruptures Addressing trauma woundsOvercoming addictionsEach episode aims to equip listeners with actionable strategies they can implement in their daily lives. The podcast features:Interviews with experienced counselors and mental health professionalsSummaries and discussions of relevant articles and booksPractical exercises and techniques to reinforce therapeutic conceptsWhether you're currently in therapy or simply interested in personal growth, The Tyranny of Hope provides valuable insights to support your journey towards better mental health and stronger relationships.",11,['en'],audio,FALSE
13MDfAoUAE8sQn8tSCX1uC,The Weird and Wonderful Borderline,Stephanie Larsen,"This is the podcast I wish I could find about borderline personality disorder. I'll be telling stories of my life with borderline personality disorder as well as doing ""'watch alongs' to BPD movies, tv shows, reviews of songs, books, and more. Episodes will be released every Sunday and Wednesday.",2,['en'],audio,TRUE
2zi1QKto2CGMfqiJfANljz,The Wellbeing Lab with Will Young,Will Young,"Welcome to The Wellbeing Lab podcast hosted by Will Young.Each week, join Will and a team of knowledgeable mental health & wellbeing experts as they explore and spotlight various topics which often don’t get enough airtime. They will discuss subjects ranging from shopping addiction, creating boundaries, body dysmorphia, cognitive behaviour therapy (CBT), trauma, obsessive compulsive disorders and beyond. Here at The Wellbeing Lab podcast, the aim is to create a safe, fun, curious and understanding space, with the ultimate goal of helping listeners.We want to hear from YOU, please get in touch with us..Instagram @thewellbeinglabpodcast: https://www.instagram.com/thewellbeinglabpodcast/Facebook @thewellbeinglabpodcast: https://www.facebook.com/thewellbeinglabpodcast/ Twitter @thewellbeinglab https://twitter.com/TheWellbeingLabEmail: hello@wellbeinglabpodcast.com The Wellbeing Lab is produced by AudioAF and is part of the Acast creator network. Hosted on Acast. See acast.com/privacy for more information.",41,['en'],audio,FALSE
4J90fcSeQRmrA6sptGFutY,The Yoftahe Show: Connecting Each Dot! Together WE can move mountains.,Yoftahe Mulatu Gebru,"The Yoftahe Show: Facebook: https://www.facebook.com/yoftahe/videos/10158600778191974 and YouTube: https://youtu.be/qW93uCQx78Q #theyoftaheshow Autism: What You Need to Know! When kids struggle in school or in life, their challenges don’t always fit into a neat box. One example of this is autism spectrum disorder (or ASD). Please join us for a Facebook live « 2 hours Panel Discussions on Autism » Where: Yoftahe Mulatu Gebru When: Aired Saturday June 20 th @ 1:00 - 3:00 PM EST Dr Meseret Tena, M.D., FAAP Healthy Dinner With Dr. Meseret Clinical Assistant professor of pediatrics Medical Directo",10,['en'],mixed,FALSE
1IpCyt4fHfRHkaYDSobotq,"Think Unbroken with Michael Unbroken | Childhood Trauma, CPTSD, and Mental Health Recovery",Michael Unbroken,"Welcome to the Think Unbroken Podcast, where healing begins and transformation takes flight. Join host Michael Unbroken on a journey of self-discovery and empowerment as we delve into the realms of overcoming childhood trauma, narcissistic abuse, PTSD, CPTSD, high ACE scores, anxiety, depression, and various mental health challenges.Unlock the secrets to healing with insights from therapists, trauma coaches, mindset leaders, neuroscientists, entrepreneurs, and researchers. Gain access to practical tools and strategies that have proven effective in helping individuals recover from mental health issues. This podcast is your go-to resource for real, actionable advice on understanding and overcoming childhood trauma, abuse, and the lasting impacts of narcissistic trauma.Become the hero of your own story by learning to heal your body and mind. Say goodbye to limiting beliefs and self-sabotage as you embark on a journey of self-love and resilience. Michael Unbroken shares his wisdom and invites experts to provide guidance that empowers you to reclaim your life.Ready to take the next step? Dive deeper into the Think Unbroken experience by downloading the first three chapters of the Award-Winning Book, ""Think Unbroken: Understanding and Overcoming Childhood Trauma,"" at [book.thinkunbroken.com](https://book.thinkunbroken.com/). Elevate your healing journey further by joining the Think Unbroken Trauma Transformation Course at [coaching.thinkunbroken.com](https://coaching.thinkunbroken.com/).Connect with Michael Unbroken on Instagram [@MichaelUnbroken](https://www.instagram.com/michaelunbroken) and follow the podcast's journey on TikTok [@michaelunbroken](https://www.tiktok.com/@michaelunbroken). For more information and to stay updated, visit [thinkunbrokenpodcast.com](https://www.thinkunbrokenpodcast.com).Your path to healing and empowerment starts here. Tune in and let the transformation begin!Be Unbroken",700,['en'],audio,TRUE
0yRWfCIp8EMLgpDXVbYtWb,This Can’t be Autism,Doug Scibeck,"A writer rather late in life diagnosed with autism taking through what that means. Talks about autism, masking, what changes come from being diagnosed; and about writing, books, and stories.",16,['en'],audio,TRUE
6PaptwkJlCfcU2wmIieigq,This Queer Book Saved My Life,J.P. Der Boghossian,"Fans of On Being and Los Culturistas love this 2024 GLAAD Media Award nominee for Outstanding Podcast. Featuring Carmen Maria Machado, Alison Bechdel, Jennifer Finney Boylan, Greg Louganis, Becky Albertalli, and so many more, guests from across the rainbow tell these authors how their books helped them overcome alienation, gender dysphoria, familial homophobia, and being outed. Essayist and Lambda Literary Fellow J.P. Der Boghossian hosts the conversations with a gentle and energetic style, standing in as conversational partner for posthumous authors. Stay tuned to off-weeks which features new episodes of 7 Minutes in Book Heaven and The Gaily Show.",100,['en-US'],audio,FALSE
5beR1SilAOVG2p6WA9n3Fo,Thrive After Abuse,Dana Morningstar,"Welcome to Thrive After Abuse, I’m your host Dana Morningstar. This is a podcast where we discuss everything related to narcissistic abuse, self-love, and healthy relationships so that you can find the healing and clarity you are looking for. We cover: The most common words, definitions, concepts, and questions surrounding narcissism, and narcissistic abuse, such as: • Flying monkeys • Hoovering • Narcissistic abuse • Love bombing • Trauma bonding • C-PTSD • Scapegoat • Reactive abuse • And dozens more Frequently asked questions about narcissists, such as: • What is the difference between a selfish jerk and a narcissist? • How do I know for sure if they are a narcissist? • Can a narcissist change? • Why do I miss them? • How can I stop attracting narcissists? • How do I handle all this intense anger I have towards them? And much, much more. If you are looking for more information or support, please visit my YouTube channel, books, audiobooks, and other resources—all of which you can find over at www.thriveafterabuse.com. Please know that you are not alone, you are not crazy, and you can move forward and heal from this.",335,['en'],audio,FALSE
1XGmHQDcTTYKaWHlCRo45e,Trauma Crucified,Trauma Crucified,"We explore tips and resources to heal from trauma from a bold, unashamed, and courageous Christian perspective. Our focus is early childhood trauma and Complex PTSD.""We"" means Chris and Martha, a married couple who have spent their 20 plus years of marriage living with the many difficulties presented by CPTSD. We are fellow sufferers and unprofessional in every way!We are amateur broadcasters more interested in building community than a platform. We want to be authentic, yet excellent. We are excited to grow in our skills as we learn by doing.Trauma treatment has come a long way in recent years, with Christian resources popping up all over the internet. This show presents the hope of recovery in three segments:Highlighting and reviewing resources such as books, ministries and other podcasts that have helped us.Sharing conversations about our experience living with CPTSD.Sharing a ""What I Wish You Knew"" segment from the perspective of a partner/caretaker to and for the person he supports.We'll often include prayer and Bible verses, too. Thanks for listening. Questions? Comments? Feel free to send us a note at traumacrucified@proton.me. Thank you!",4,['en-US'],audio,FALSE
4CrvV8PRyWIpWC4UGHHtMu,Trauma-Informed Parenting,Trauma-Informed Parenting,"How does trauma affect children? How do I become a trauma-informed parent? How do I parent a child with a trauma history? What about children with neurodiversities? How can I not take my child’s behaviors personally? How can I make peace with my past and be a more present parent? How can I leave traditional parenting behind? And the biggest question of all, can I *really* parent the way my kiddos need? Whether you’re parenting kiddos who came home to you through adoption/foster care, or kiddos with a neurodiversity(or both), this is the show for you. The Trauma-Informed Parenting podcast is like attending a parenting workshop in a cafe. Grab a cup of coffee, your notebook, and earbuds, and get ready to learn. Each episode is jam-packed with a combination of science, stories, practical steps, and encouragement. You can learn with experts about why and how you need to parent differently than parents with neurotypical kiddos. Leave the chaos behind, connect with your kiddos, and find some peace in your home.",100,['en-US'],audio,FALSE
5iUJDaK6uN2PitjIIq8xAe,"Tributes, Affirmations and Virtues (TAV)❤️🌱",The Guardian and Talisman,"🎙️ Welcome to Our Podcast! 💫In the midst of chaos, anxiety, depression, regret, loss, uncertainty, and pain lies a transformative journey powered by love ❤️. This journey propels us towards becoming the best version of ourselves. For thousands of years, philosophies and beliefs have shaped human identity 🌍, yet as we grow older, we begin to seek our own truth ✨.Tributes, Affirmations & Virtues (TAV) 🕊️ is designed to help you meditate 🧘‍♂️ on the stories and wisdom passed down from those who came before us. These stories guide you through your healing process 💖 and character-building journey, fostering a stronger, wiser, and more virtuous existence 🌟.Each word we truly understand the meaning of can ignite a spark of creativity, ⚡ a profound experience, or a pivotal decision that can instantly empower us 🚀.Whether you're preparing for bed, 🛏️ walking, 🚶‍♀️ driving, 🚗 commuting, 🚇 tidying up, 🧹 or relaxing outdoors 🌳, we are the perfect companion for your introspective moments 🧘‍♀️.Our content is meticulously crafted from a lifetime of reading 📚, exploring literature, and watching non-fictional documentaries 🎥. After careful editing, we publish these weekly tributes, affirmations, and virtues.If you're a history buff 🏛️, a personal growth enthusiast 🌱, re-discovering yourself after a life-altering event, or simply love stories and informative content, you've come to the right place. Our dedication to curating these timeless episodes will help you harness the transformative power of knowledge 🧠 to shape your own destiny 📖.🎯 OUR MISSION:Your life is a book, filled with your words. Only you have the power to change its ending ✍️. This book bears your name. Master your mind, master your body, master your soul, and tell your story. Create your legacy 🏆.Like the phoenix rising from the ashes, we too can rise from the depths of darkness 🌑 and burst into the light once again 🌅.🌟 Warm regards,The Guardian & Talisman 🛡️#TributesAffirmationsVirtues #PersonalGrowth #SelfDiscovery #WisdomForLife #HealingJourney #CharacterBuilding #SpiritualAwakening #MasterYourMind #Empowerment #TimelessWisdom #PositiveAffirmations #LegacyBuilding #RiseLikeAPhoenix #TAVPodcast #ReflectAndGrow #MeditationMoments #TransformativePower",39,['en-AU'],audio,FALSE
7KEk0BTuE2JpP2JGIIKHs4,Unbreakable with Jay Glazer: A Mental Wealth Podcast,iHeartPodcasts,"In this new podcast, which is an extension of his widely-acclaimed, best-selling book “Unbreakable,” Fox NFL Insider Jay Glazer shares his personal mental health journey with the audience, including the tools and techniques he’s developed to “live in the gray” – his term for living and thriving with anxiety, depression and attention-deficit/hyperactivity disorder. Welcoming mental health experts, athletes, coaches, A-list celebrities and others, Glazer and his special guests will discuss tips for maintaining an unbreakable mindset and overcoming any obstacle to succeed despite living in the gray.",255,['en-US'],audio,TRUE
5WlXHGRlrOolpnHQ4i66W3,Uniquely Normal: A Rob Bernstein Podcast,Rob Bernstein,"This podcast is hosted by Rob Bernstein. For more than 30 years, Rob has devoted his career to treating children, adolescents, and adults with a wide range of cognitive challenges. Rob’s book, “Uniquely Normal: Tapping into the Reservoir of Normalcy to Treat Autism” consists of 27 case studies that has won six awards in the fields of “Psychology/Mental Health”, “Parenting and Health” and “Autism Assessment and Treatment”. The foreword is written by Temple Grandin. Rob has worked with thousands of people and he wants to help your family as much as he can. Reach Rob at rjb@autismspeech.com",21,['en'],mixed,FALSE
0OiUJWobMUzgrHX3kJDvgo,UnRavel Personality,"Restore Behavioral Health-Norman, OK","""Why Does That Make Me Feel This Way?"" ""Why Do I Keep Doing That?"" ""Am I Broken?"" UnRavel is an interactive conversation between approachable mental health experts and their guests. Discussions are vulnerable and real and create a safe place for listeners and participants to process and work through issues together. Most episodes will also include faith based conversations and the hosts will incorporate Christian teaching. UnRavel can help you gain insight and self-awareness which leads to freedom, wholeness, and compassion for yourself and others. Nothing is off limits as we delve into life and relationships, covering topics for all types of people, situations, and concerns. There are things deep inside of us that we might never look at or let out. Let's try to unravel all that stuff together using The Enneagram, Myers-Briggs, and lessons from Psychotherapy.. UnRavel is hosted by: Kelly Lashar and Kayla Myers Kelly Lashar, MA Licensed Professional Counselor Candidate. Kelly holds Master Degrees from Dallas Theological Seminary (MA Christian Education) and Southern Nazarene University (MA Counseling Psychology). She has ministered and counseled individuals and couples for over 20 years in both church and clinical settings. She is a therapist at Restore Behavioral Health, a private group practice in Norman, OK. Kelly's primary practice is with couples and marriages, but she also sees adults with mood disorders, Borderline Personality Disorder, and other mental health issues. Kayla Myers, MHR Licensed Professional Counselor Candidate and Certified Enneagram Specialist. Kayla holds a Master Degree from the University of Oklahoma (Clinical Mental Health Counseling). She has a deep passion for holistic health (mind, body and spirit) and enjoys working with adolescents, college students, and emerging adults experiencing depression, anxiety, trauma, sexual/physical/emotional abuse, relationship difficulties, hard transitions, feelings of shame/diminished self-worth, and personality disorders. Kayla practices at Restore Behavioral Health, a private group practice in Norman, OK. www.Restore-BH.com Become part of UnRavel by interacting with us on our UnRavel FaceBook group. https://www.facebook.com/groups/unravelpersonalitypodcast",5,['en'],audio,FALSE
